Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title
QIS60471,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-13,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60501,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-13,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60680,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60692,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-22,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60728,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60740,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60752,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60836,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60764,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60776,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-20,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60884,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-22,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61412,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61424,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61436,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61448,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60704,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60800,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-21,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60920,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60944,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60391,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-13,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60620,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60361,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-13,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60381,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-13,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60572,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-22,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60431,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-13,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60716,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61458,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61508,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61520,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61544,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61556,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60351,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-13,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60401,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-13,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60668,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-22,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60788,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60608,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60896,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60908,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60644,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61484,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60632,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61470,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-22,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60656,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60596,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61496,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61530,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61076,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61112,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61100,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61172,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61160,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61148,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61568,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61124,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61052,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61062,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61088,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60411,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-13,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61136,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60278,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,Pakistan: KPK,Homo sapiens,oronasopharynx,2020-03-12,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60290,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,Peru,Homo sapiens,,2020-03-10,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61184,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61208,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61256,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61196,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60812,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-21,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60932,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-21,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61244,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61328,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61376,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61232,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61292,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61352,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61280,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61304,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-14,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61316,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61340,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61388,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61364,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61220,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61268,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-20,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61028,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60980,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-20,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60992,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61004,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61016,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60848,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-22,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60860,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60872,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60956,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60968,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-20,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS61040,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QIS60824,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-22,envelope protein [Severe acute respiratory syndrome coronavirus 2]
