Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Protein_Type
QIS60491,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-13,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60512,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61400,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60560,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60421,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-13,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60536,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60461,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-13,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60471,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-13,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60501,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-13,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60680,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60692,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-22,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60728,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60740,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60752,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60836,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60764,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60776,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-20,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60884,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-22,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61412,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61424,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61436,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61448,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60704,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60800,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-21,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60920,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60944,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60391,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-13,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60620,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60361,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-13,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60381,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-13,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60572,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-22,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60431,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-13,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60716,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61458,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61508,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61520,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61544,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61556,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60351,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-13,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60401,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-13,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60668,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-22,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60788,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60608,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60896,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60908,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60644,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61484,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60632,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61470,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-22,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60656,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60596,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61496,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61530,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61076,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61112,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61100,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61172,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61160,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61148,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61568,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-23,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61124,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61052,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61062,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61088,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60411,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-13,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61136,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60278,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,Pakistan: KPK,Homo sapiens,oronasopharynx,2020-03-12,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60290,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,Peru,Homo sapiens,,2020-03-10,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61184,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61208,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61256,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61196,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60812,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-21,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS60932,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-21,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61244,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61328,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61376,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61232,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61292,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
QIS61352,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,75,USA: WA,Homo sapiens,,2020-03-24,envelope protein [Severe acute respiratory syndrome coronavirus 2],envelope protein
